#  Index into NumPy file "pose_data_tless-18-epos.npz".
#  Created at  6:42PM EDT on Sep 11, 2023
#    DATASET:   tless
#    OBJECT:    18
#    ESTIMATOR: epos
#  The errors reported in this file have taken discrete and continuous object symmetries into account.
#  Bounding boxes are recorded in pixel coordinates as ((upper-left x, y), (lower-right x, y)) with the origin in the upper-left.
#
#  When a row is marked as a TP, it does not necessarily mean that the bounding boxes overlap.
#  For each ground-truth instance, the prediction best overlapping that instance belongs to that ground-truth.
#  All TPs are in the corresponding *.npz file.
#
#  When a row is marked as a FN, it means that there is a ground-truth but the predictor failed to make a prediction at all.
#  FNs are NOT recorded in the *.npz at all.
#
#  When a row is marked as a FP, it means the predictor hallucinated; there is no corresponding ground-truth instance.
#  FPs are NOT recorded in the *.npz at all.
#
#  Scene  <t>  Frame  <t>  Index  <t>  Error cat.  <t>  Visibility ratio  <t>  Score  <t>  R_err(degrees)  <t>  t_err(meters)  <t>  Gr.Tr.BBox  <t>  Pred.BBox
000003	5	0	TP	0.9812427409988386	0.0	2.559851228436293	0.014487633400337973	194.0,313.0,344.0,462.0	3.0,5.0,21.0,5.0
000003	10	1	TP	0.9832285115303984	0.0	2.698286840377309	0.02102298749470749	149.0,263.0,297.0,414.0	3.0,10.0,21.0,10.0
000003	16	2	TP	0.9828711744624783	0.0	2.985495140481007	0.009963805392835735	133.0,189.0,276.0,341.0	3.0,16.0,21.0,16.0
000003	24	3	TP	0.9914519009951518	0.0	5.786870165747877	0.001780580553119432	175.0,99.0,312.0,248.0	3.0,24.0,21.0,24.0
000003	34	4	TP	0.9793357430266657	0.0	8.103592499593468	0.005621457149813144	290.0,55.0,426.0,196.0	3.0,34.0,21.0,34.0
000003	41	5	TP	0.9781710508194463	0.0	4.321091649784236	0.0013579561072987905	374.0,83.0,514.0,219.0	3.0,41.0,21.0,41.0
000003	46	6	TP	0.9860471510069421	0.0	9.108517945538752	0.006429763923813935	419.0,127.0,560.0,262.0	3.0,46.0,21.0,46.0
000003	55	7	TP	0.9870794078061911	0.0	5.753528510708037	0.01235491835707762	440.0,232.0,583.0,369.0	3.0,55.0,21.0,55.0
000003	69	8	TP	0.990203738205421	0.0	4.021195434948005	0.02209020082978108	302.0,341.0,450.0,488.0	3.0,69.0,21.0,69.0
000003	79	9	TP	0.9809077023783548	0.0	1.5835192823574407	0.012033937912640343	173.0,287.0,325.0,446.0	3.0,79.0,21.0,79.0
000003	88	10	TP	0.9850235096070122	0.0	2.679093898939021	0.00817063513359072	133.0,191.0,276.0,347.0	3.0,88.0,21.0,88.0
000003	101	11	TP	0.9586966808625701	0.0	5.758747528238228	0.007618605472785494	226.0,80.0,358.0,223.0	3.0,101.0,21.0,101.0
000003	109	12	TP	0.8871853383726734	0.0	4.023083142528914	0.01572790595593267	323.0,75.0,457.0,210.0	3.0,109.0,21.0,109.0
000003	117	13	TP	0.9615711854792967	0.0	4.919602842565148	0.014782245382721928	407.0,123.0,546.0,254.0	3.0,117.0,21.0,117.0
000003	144	14	TP	0.9834999206726955	0.0	2.4685904951563002	0.0024141011201334046	269.0,312.0,423.0,472.0	3.0,144.0,21.0,144.0
000003	154	15	TP	0.9887794342306274	0.0	0.7717904653566044	0.007432726495516632	152.0,253.0,303.0,414.0	3.0,154.0,21.0,154.0
000003	163	16	TP	0.942539720463505	0.0	2.894795600223088	0.004878528771953613	142.0,166.0,280.0,317.0	3.0,163.0,21.0,163.0
000003	179	17	TP	0.7289220114423366	0.0	10.817005809826108	0.007971255901030419	294.0,93.0,423.0,221.0	3.0,179.0,21.0,179.0
000003	190	18	TP	0.9449305974652987	0.0	3.1039190355363298	0.015077281994638985	410.0,143.0,546.0,265.0	3.0,190.0,21.0,190.0
000003	203	19	TP	0.9749403341288783	0.0	5.09977652420695	0.01835595271130575	427.0,261.0,572.0,398.0	3.0,203.0,21.0,203.0
000003	216	20	TP	0.9894338840834931	0.0	3.012198655167425	0.0035614270149851726	261.0,295.0,416.0,450.0	3.0,216.0,21.0,216.0
